ID,name,country,location,redemption_account,volume_required,start_date,end_date,redemption_purpose,supply_remaining,totalSealed_GiB,total_time_hours,initial_capacity_GiB,final_capacity_GiB,time_average_capacity_GiB,total_energy_upper_MWh
,f053173,CN,CN-GD,Guedin Windfarm,26,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f053173,45619,9888,2951.991666666670,312992,322880,321627.6017942690,17.084651724176500
,f054414,CN,CN-FJ,Guedin Windfarm,690,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f054414,44929,3264352,2951.991666666670,128256,3392608,1634730.170579750,459.8315318170420
,f054415,CN,CN-FJ,Guedin Windfarm,126,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f054415,44803,0,2951.991666666670,1688320,1688320,1688320,83.6588884913486
,f054417,CN,CN-FJ,Guedin Windfarm,10,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f054417,44793,30144,2951.991666666670,43040,73152,51810.78808375140,6.065517027348250
,f054418,CN,CN-FJ,Guedin Windfarm,291,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f054418,44502,928192,2951.991666666670,1115488,2043648,1737959.3231462400,193.83529111745100
,f054420,CN,CN-FJ,Guedin Windfarm,252,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f054420,44250,858592,2951.991666666670,1050144,1908704,1368570.9557219800,167.4544404103760
,f054666,CN,CN-HN,Guedin Windfarm,26,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f054666,44224,0,2951.991666666670,345728,345728,345728.00000000000,17.131361471958500
,f056226,CN,CN-GD,Guedin Windfarm,571,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f056226,43653,1139104,2951.991666666670,4527360,5666464,5013263.860568710,380.6080789692720
,f056406,CN,CN-JS,Guedin Windfarm,3,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f056406,43650,0,2951.991666666670,34496,34496,34496,1.7093305874464300
,f056573,CN,CN-SC,Guedin Windfarm,29,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f056573,43621,0,2951.991666666670,385344,385344,385344.00000000000,19.094396042699400
,f056611,CN,CN-XJ,Guedin Windfarm,83,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f056611,43538,0,2951.991666666670,1107392,1107392,1107392.0000000000,54.87300028680080
,f057070,CN,CN-AH,Guedin Windfarm,34,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f057070,43504,60160,2951.991666666670,256160,316320,307622.1218781670,22.224724777808200
,f057466,CN,CN-GD,Guedin Windfarm,1,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f057466,43503,0,2951.991666666670,12960,12960,12960,0.6421882077141050
,f057618,CN,CN-FJ,Guedin Windfarm,622,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f057618,42881,2608640,2951.991666666670,1499328,4107968,2253903.3049212600,414.417137748477
,f058349,CN,CN-GD,Guedin Windfarm,2,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f058349,42879,0,2951.991666666670,20256,20256,20256,1.0037163839087100
,f060072,CN,CN-CQ,Guedin Windfarm,272,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f060072,42607,840640,2951.991666666670,1433632,2274272,1689846.2471269500,181.29080215057900
,f061158,CN,CN-HA,Guedin Windfarm,16,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f061158,42591,61344,2951.991666666670,36640,97984,62823.30526000800,10.231964934301300
,f061407,CN,CN-GD,Guedin Windfarm,258,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f061407,42333,0,2951.991666666670,3458176,3458176,3458176,171.35801291666100
,f061740,CN,CN-XJ,Guedin Windfarm,608,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f061740,41725,2398624,2951.991666666670,1647872,4046432,2554172.533955900,404.9235860068710
,f062260,CN,CN-GD,Guedin Windfarm,28,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f062260,41697,68352,2951.991666666670,177024,245376,208018.85849948800,18.23990950612150
,f063628,CN,CN-AH,Guedin Windfarm,42,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f063628,41655,130016,2951.991666666670,207584,337600,254369.68509960800,27.692773443552000
,f065200,CN,CN-SC,Guedin Windfarm,80,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f065200,41575,0,2951.991666666670,1064384,1064384,1064384,52.7418868271273
,f066270,CN,CN-GD,Guedin Windfarm,1360,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f066270,40215,0,2951.991666666670,18285760,18285760,18285760,906.0879198372120
,f067375,CN,CN-XX,Guedin Windfarm,1145,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f067375,39070,3915360,2951.991666666670,3408896,7324256,6224451.687273280,762.8088784698470
,f068096,CN,CN-SC,Guedin Windfarm,399,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f068096,38671,653472,2951.991666666670,3619840,4273312,3835847.722695660,265.9076719324040
,f070044,CN,HK,Guedin Windfarm,30,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f070044,38641,0,2951.991666666670,399392,399392,399392,19.79049634686360
,f073552,CN,CN-XJ,Guedin Windfarm,115,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f073552,38526,145888,2951.991666666670,1144768,1290624,1193430.5608586300,76.06664991537720
,f078465,CN,CN-SN,Guedin Windfarm,33,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f078465,38493,129280,2951.991666666670,82560,211808,131663.21305107600,21.52706361302670
,f079007,CN,CN-SD,Guedin Windfarm,11,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f079007,38482,0,2951.991666666670,146112,146112,146112,7.240077423265690
,f079426,CN,CN-SD,Guedin Windfarm,91,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f079426,38391,270240,2951.991666666670,359552,629760,588400.3094408010,60.51750920360190
,f079618,CN,CN-BJ,Guedin Windfarm,251,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f079618,38140,0,2951.991666666670,3372480,3372480,3372480,167.11164249627000
,f079815,CN,CN-ZJ,Guedin Windfarm,1058,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f079815,37082,2370688,2951.991666666670,8418048,10785664,8675864.074322650,705.0209737448
,f080468,CN,CN-GD,Guedin Windfarm,1396,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f080468,35686,6222080,2951.991666666670,885088,7107168,4203859.4938219800,930.3802783888280
,f081985,CN,CN-SN,Guedin Windfarm,43,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f081985,35643,220160,2951.991666666670,320,220160,61840.224345710100,28.613851136864600
,f081988,CN,CN-XX,Guedin Windfarm,283,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f081988,35360,1329248,2951.991666666670,32,1329248,691843.2558357480,188.5411641915500
,f082000,CN,CN-XX,Guedin Windfarm,80,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f082000,35280,300320,2951.991666666670,284512,584800,362784.72330827500,52.828689613965100
,f082095,CN,CN-SC,Guedin Windfarm,930,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f082095,34350,18176,2951.991666666670,12457536,12475680,12463097.506034100,619.6752394461990
,f082452,CN,CN-GD,Guedin Windfarm,255,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f082452,34095,208000,2951.991666666670,2854208,3062208,2940034.336411300,169.82168897837200
,f082617,CN,CN-FJ,Guedin Windfarm,121,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f082617,33974,0,2951.991666666670,1626880,1626880,1626880.0000000000,80.61444069181500
,f082635,CN,CN-SC,Guedin Windfarm,163,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f082635,33811,392576,2951.991666666670,1058592,1451136,1264246.2148775300,108.20382242078400
,f083065,CN,CN-ZJ,Guedin Windfarm,4,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f083065,33807,11008,2951.991666666670,17344,28352,21588.495450811400,2.3472221910207200
,f083542,CN,CN-GD,Guedin Windfarm,24,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f083542,33783,0,2951.991666666670,313312,313312,313312,15.525098127725400
,f083638,CN,CN-CQ,Guedin Windfarm,410,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f083638,33373,1510432,2951.991666666670,1295744,2805856,1966495.865491940,272.72859464594900
,f085437,CN,CN-ZJ,Guedin Windfarm,271,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f085437,33102,174400,2951.991666666670,3069952,3244320,3234572.383142450,180.51722789962600
,f085899,CN,CN-JS,Guedin Windfarm,11,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f085899,33091,10752,2951.991666666670,112480,123232,122381.5658016200,7.311967183025500
,f086028,CN,CN-JS,Guedin Windfarm,455,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f086028,32636,1535200,2951.991666666670,1809696,3344800,2524938.1579329500,303.27460778505500
,f086151,CN,CN-GD,Guedin Windfarm,11,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f086151,32625,0,2951.991666666670,142688,142688,142688,7.070412884437520
,f087871,CN,CN-SN,Guedin Windfarm,11,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f087871,32614,45440,2951.991666666670,32,45440,39350.35832869900,7.223184354124640
,f087896,CN,CN-SN,Guedin Windfarm,200,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f087896,32414,1096448,2951.991666666670,960,1096448,122225.735099747,133.29928406678500
,f087965,CN,CN-JS,Guedin Windfarm,10,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f087965,32404,0,2951.991666666670,124768,124768,124768.00000000000,6.182448942906900
,f089551,CN,CN-ZJ,Guedin Windfarm,646,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f089551,31758,0,2951.991666666670,8686816,8686816,8686816,430.4452776066520
,f090387,CN,CN-FJ,Guedin Windfarm,328,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f090387,31430,0,2951.991666666670,4404096,4404096,4404096,218.2298238303130
,f092514,CN,CN-XJ,Guedin Windfarm,474,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f092514,30956,1556128,2951.991666666670,1799136,3354912,2721558.543785400,315.4461492237840
,f093115,CN,CN-SH,Guedin Windfarm,63,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f093115,30893,167456,2951.991666666670,298944,466368,451990.91469883300,41.83012612025790
,f093658,CN,CN-XX,Guedin Windfarm,81,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f093658,30812,0,2951.991666666670,1084224,1084224,1084224.0000000000,53.724989762393300
,f094374,CN,CN-ZJ,Guedin Windfarm,127,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f094374,30685,493472,2951.991666666670,338496,831936,541330.9986986210,84.09122871125320
,f094614,CN,CN-XJ,Guedin Windfarm,1187,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f094614,29498,6184576,2951.991666666670,88640,6273184,1481599.2178839700,791.1356972538740
,f094765,CN,CN-TJ,Guedin Windfarm,310,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f094765,29188,1018208,2951.991666666670,1281568,2299776,1778429.5815649800,206.28701379550600
,f095334,CN,CN-GZ,Guedin Windfarm,474,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f095334,28714,2070272,2951.991666666670,913248,2983456,1523616.1694674800,315.7526563000610
,f096974,CN,CN-CQ,Guedin Windfarm,132,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f096974,28582,520640,2951.991666666670,262752,783360,553662.6996349940,87.85513056456580
,f097370,CN,CN-HA,Guedin Windfarm,140,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f097370,28442,230208,2951.991666666670,1177152,1407328,1342075.5819206800,93.21757985946150
,f097569,CN,CN-GD,Guedin Windfarm,7,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f097569,28435,0,2951.991666666670,81472,81472,81472,4.037064634173110
,f097687,CN,CN-JS,Guedin Windfarm,72,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f097687,28363,0,2951.991666666670,963136,963136,963136.0000000000,47.724890557479300
,f097840,CN,CN-SC,Guedin Windfarm,185,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f097840,28178,724352,2951.991666666670,511008,1234848,788365.8100660860,123.1258165724770
,f099239,CN,HK,Guedin Windfarm,1800,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f099239,26378,6085216,2951.991666666670,7785760,13870976,9954890.458024000,1199.46976045038
,f099369,CN,CN-ZJ,Guedin Windfarm,72,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f099369,26306,87776,2951.991666666670,676416,764160,754104.36890348,47.553453540829000
,f099387,CN,CN-HE,Guedin Windfarm,43,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f099387,26263,165184,2951.991666666670,106272,271424,178561.54643616400,28.017608944480500
,f099705,CN,CN-SD,Guedin Windfarm,2,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f099705,26261,0,2951.991666666670,19872,19872,19872,0.9846885851616280
,f099949,CN,CN-SC,Guedin Windfarm,401,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f099949,25860,1892256,2951.991666666670,267040,2159264,951719.484212643,266.75552411468700
,f0101018,CN,CN-HA,Guedin Windfarm,5,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0101018,25855,0,2951.991666666670,67200,67200,67200,3.329864780739800
,f0101403,CN,CN-SC,Guedin Windfarm,55,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0101403,25800,0,2951.991666666670,726656,726656,726656,36.00693782906640
,f0102358,CN,CN-GZ,Guedin Windfarm,181,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0102358,25619,0,2951.991666666670,2428352,2428352,2428352,120.32862797677200
,f0102374,CN,CN-XJ,Guedin Windfarm,327,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0102374,25292,969888,2951.991666666670,1627520,2597376,2118310.960633920,217.52112929461300
,f0102376,CN,CN-XJ,Guedin Windfarm,452,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0102376,24840,1264384,2951.991666666670,2346176,3610528,3112245.7125274200,300.9484116424270
,f0102641,CN,CN-GD,Guedin Windfarm,326,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0102641,24514,635168,2951.991666666670,2368672,3003776,2891012.192333420,216.96541868119900
,f0103396,CN,CN-ZJ,Guedin Windfarm,41,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0103396,24473,182272,2951.991666666670,38528,220768,119973.7393115950,27.097554428352200
,f0103710,CN,CN-GZ,Guedin Windfarm,589,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0103710,23884,2094848,2951.991666666670,2322400,4417248,3006856.4567537900,392.1015704600500
,f0103851,CN,CN-XJ,Guedin Windfarm,849,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0103851,23035,3709024,2951.991666666670,1738560,5447584,2723384.552101880,565.3802467568880
,f0107753,CN,CN-SH,Guedin Windfarm,20,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0107753,23015,68544,2951.991666666670,64448,132928,103247.09597757400,13.070586912268000
,f0108672,CN,CN-XJ,Guedin Windfarm,9,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0108672,23006,31616,2951.991666666670,31648,63008,39307.69551630400,5.616794919393610
,f0109272,CN,CN-GD,Guedin Windfarm,266,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0109272,22740,286176,2951.991666666670,2894912,3181088,2900807.179966070,176.95024828930300
,f0109606,CN,CN-FJ,Guedin Windfarm,84,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0109606,22656,0,2951.991666666670,1120736,1120736,1120736,55.534216293262000
,f0109743,CN,CN-JS,Guedin Windfarm,3,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0109743,22653,0,2951.991666666670,27040,27040,27040,1.3398741617738700
,f0110110,CN,CN-HA,Guedin Windfarm,41,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0110110,22612,130400,2951.991666666670,200768,331136,241530.29628019500,27.101124914171200
,f0110442,CN,CN-FJ,Guedin Windfarm,197,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0110442,22415,370304,2951.991666666670,1733792,2104096,1772387.2129268900,130.7983352225990
,f0110936,CN,CN-FJ,Guedin Windfarm,84,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0110936,22331,9344,2951.991666666670,1103008,1112352,1104865.7063282100,55.83218984893420
,f0110944,CN,CN-GD,Guedin Windfarm,26,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0110944,22305,0,2951.991666666670,339392,339392,339392,16.817402792631600
,f0111174,CN,CN-GD,Guedin Windfarm,301,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0111174,22004,1104672,2951.991666666670,690400,1795040,1458128.4723138900,200.44974301935200
,f0111175,CN,CN-HN,Guedin Windfarm,39,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0111175,21965,197504,2951.991666666670,32,197504,60406.17350432910,25.913562511496900
,f0111499,CN,CN-SC,Guedin Windfarm,218,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0111499,21747,760704,2951.991666666670,734304,1494976,1138032.0976064200,144.6709765267000
,f0112787,CN,CN-HN,Guedin Windfarm,78,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0112787,21669,417152,2951.991666666670,64,417152,58992.83003847680,51.333683127617600
,f0113008,CN,HK,Guedin Windfarm,2,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0113008,21667,1824,2951.991666666670,11712,13536,12661.72083819120,0.8390832399588790
,f0114338,CN,CN-GD,Guedin Windfarm,10,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0114338,21657,0,2951.991666666670,124160,124160,124160.00000000000,6.152321594890690
,f0114868,CN,CN-XX,Guedin Windfarm,387,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0114868,21270,1210208,2951.991666666670,2003680,3213888,2370567.1413932200,257.9099563047860
,f0114924,CN,CN-FJ,Guedin Windfarm,158,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0114924,21112,0,2951.991666666670,2114176,2114176,2114176,104.76071730186500
,f0115117,CN,HK,Guedin Windfarm,804,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0115117,20308,2155008,2951.991666666670,4957696,7112704,5760533.540169270,535.5321325619200
,f0116211,CN,CN-SD,Guedin Windfarm,27,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0116211,20281,0,2951.991666666670,358624,358624,358624,17.77037837988140
,f0116628,CN,CN-SH,Guedin Windfarm,324,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0116628,19957,0,2951.991666666670,4346592,4346592,4346592,215.38041096793700
,f0117146,CN,CN-BJ,Guedin Windfarm,3,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0117146,19954,0,2951.991666666670,35360,35360,35360,1.752143134627370
,f0117450,CN,CN-SD,Guedin Windfarm,69,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0117450,19885,263136,2951.991666666670,270848,533920,303030.2146065230,45.55255672883130
,f0118360,CN,CN-ZJ,Guedin Windfarm,561,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0118360,19324,1635456,2951.991666666670,2344768,3980192,3705140.2648268800,373.39017283465100
,f0118917,CN,CN-ZJ,Guedin Windfarm,2,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0118917,19322,0,2951.991666666670,16736,16736,16736,0.8292948953937700
,f0119997,CN,CN-SH,Guedin Windfarm,170,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0119997,19152,72064,2951.991666666670,2057344,2129408,2108234.1900016700,112.82931972913300
,f0120983,CN,CN-FJ,Guedin Windfarm,126,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0120983,19026,0,2951.991666666670,1682368,1682368,1682368.0000000000,83.36395761076880
,f0121602,CN,HK,Guedin Windfarm,93,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0121602,18933,0,2951.991666666670,1243904,1243904,1243904,61.63738274138940
,f0121768,CN,CN-GD,Guedin Windfarm,643,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0121768,18290,3137024,2951.991666666670,187456,3324448,1294705.97033075,428.20638603604700
,f0121771,CN,CN-GD,Guedin Windfarm,1,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0121771,18289,0,2951.991666666670,11072,11072,11072,0.5486348638742730
,f0123931,CN,CN-FJ,Guedin Windfarm,348,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0123931,17941,1292224,2951.991666666670,1347456,2639680,1643472.338347830,231.39923324059300
,f0124036,CN,CN-JX,Guedin Windfarm,267,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0124036,17674,1308928,2951.991666666670,421376,1730304,521742.45388000400,177.75426789515800
,f0124944,CN,CN-HA,Guedin Windfarm,18,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0124944,17656,17568,2951.991666666670,178368,195904,190687.19801038300,11.487614675011600
,f0128788,CN,CN-GD,Guedin Windfarm,97,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0128788,17559,127136,2951.991666666670,889248,1016384,1000954.0248250500,64.35296753196940
,f0129403,CN,CN-GD,Guedin Windfarm,410,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0129403,17149,1334816,2951.991666666670,1953248,3287552,2384438.8944638400,273.05808373462400
,f0130912,CN,HK,Guedin Windfarm,8,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0130912,17141,14304,2951.991666666670,60000,74304,67463.37102351800,5.002894659310630
,f0131419,CN,CN-BJ,Guedin Windfarm,114,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0131419,17027,457024,2951.991666666670,99904,556864,462373.8759876810,75.94898917255860
,f0132618,CN,HK,Guedin Windfarm,2226,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0132618,14801,7432000,2951.991666666670,7657728,15089664,12532130.929999100,1483.4703495696100
,f0133379,CN,CN-XX,Guedin Windfarm,125,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0133379,14676,235840,2951.991666666670,939776,1175616,1121579.462995320,82.94524705297420
,f0133509,CN,HK,Guedin Windfarm,13254,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0133509,1422,52233536,2951.991666666670,27745408,79978880,55979599.224433400,8835.579133231530
,f0133833,CN,CN-XX,Guedin Windfarm,759,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0133833,663,3627200,2951.991666666670,241984,3869184,1712081.1357303800,505.7729090769390
,f0133886,CN,CN-GD,Guedin Windfarm,4,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0133886,659,640,2951.991666666670,44608,45184,45146.30684933050,2.3113419086416500
,f0134286,CN,CN-SC,Guedin Windfarm,405,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0134286,254,1586496,2951.991666666670,529536,2116032,1722955.2264092900,269.48800468450700
,f0135934,CN,CN-XX,Guedin Windfarm,254,2021-05-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f0135934,0,570464,2951.991666666670,3109760,3680224,3519623.9876467600,240.605213036742
,f01152,CN,CN-BJ,Tuokexun Windfarm Phase 1 and 2,11,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f01152,42789,64,1487.9916666666700,276224,276256,276244.59455978100,6.907226933761350
,f01155,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,136,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f01155,42653,0,1487.9916666666700,3629536,3629536,3629536.0000000000,90.65542644405520
,f01272,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,717,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f01272,41936,0,1487.9916666666700,19129088,19129088,19129088.000000000,477.7898965944570
,f01279,CN,CN-SC,Tuokexun Windfarm Phase 1 and 2,88,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f01279,41848,418976,1487.9916666666700,228640,647584,380377.8548042950,58.12292232990050
,f01280,CN,CN-JS,Tuokexun Windfarm Phase 1 and 2,146,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f01280,41702,0,1487.9916666666700,3893760,3893760,3893760.0000000000,97.25498611139390
,f01314,CN,CN-ZJ,Tuokexun Windfarm Phase 1 and 2,108,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f01314,41594,0,1487.9916666666700,2870976,2870976,2870976,71.70876761951050
,f01782,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,1225,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f01782,40369,0,1487.9916666666700,32674912,32674912,32674912.000000000,816.1258302389000
,f02381,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,5,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f02381,40364,0,1487.9916666666700,115296,115296,115296,2.8797642583773200
,f02399,CN,CN-SH,Tuokexun Windfarm Phase 1 and 2,114,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f02399,40250,0,1487.9916666666700,3041280,3041280,3041280,75.96247435919530
,f02405,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,48,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f02405,40202,0,1487.9916666666700,1280960,1280960,1280960,31.99471642043970
,f02416,CN,CN-GD,Tuokexun Windfarm Phase 1 and 2,602,2021-07-01,2021-08-31,Renewable energy purchase for node on the Filecoin network with minerID f02416,39600,0,1487.9916666666700,16061664,16061664,16061664,401.17441990412200
