ID,name,country,location,redemption_account,volume_required,start_date,end_date,redemption_purpose,supply_remaining,totalSealed_GiB,total_time_hours,initial_capacity_GiB,final_capacity_GiB,time_average_capacity_GiB,total_energy_upper_MWh,recorded_by_ZL
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 327 - Filecoin MinerID: f0410242,CN,CN-GZ,Guedin Windfarm,35,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 327. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0410242",4622,109184,719.991666666667,728256,837440,827524.238567576,22.6719653461606,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 328 - Filecoin MinerID: f0410701,CN,CN-SH,Guedin Windfarm,4,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 328. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0410701",4618,16352,719.991666666667,8096,24416,9023.68555191611,2.0067068857413,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 329 - Filecoin MinerID: f0413684,CN,CN-FJ,Guedin Windfarm,133,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 329. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0413684",4485,420480,719.991666666667,3173952,3594304,3259895.01026631,88.1946296768822,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 330 - Filecoin MinerID: f0413801,CN,CN-FJ,Guedin Windfarm,33,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 330. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0413801",4452,150496,719.991666666667,204448,354912,321896.570839941,21.3553894571204,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 331 - Filecoin MinerID: f0417918,CN,CN-FJ,Guedin Windfarm,23,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 331. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0417918",4429,92064,719.991666666667,285504,377536,370193.735390456,15.1580570651347,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 332 - Filecoin MinerID: f0419945,CN,CN-ZJ,Guedin Windfarm,193,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 332. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0419945",4236,977600,719.991666666667,882240,1859776,1227927.85657241,128.29079047281,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 333 - Filecoin MinerID: f0421858,CN,CN-XX,Guedin Windfarm,8,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 333. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0421858",4228,31264,719.991666666667,83552,114784,101565.600712971,4.85567303712091,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 334 - Filecoin MinerID: f0422229,CN,CN-NM,Guedin Windfarm,81,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 334. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0422229",4147,375040,719.991666666667,544128,919104,834332.814407576,53.606844488873,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 335 - Filecoin MinerID: f0427393,CN,CN-XJ,Guedin Windfarm,20,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 335. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0427393",4127,107264,719.991666666667,64,107264,20311.4528640378,12.693465867608,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 336 - Filecoin MinerID: f0427989,CN,CN-CQ,Guedin Windfarm,784,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 336. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0427989",3343,4188640,719.991666666667,622720,4811328,2972948.85987105,522.021731255465,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 337 - Filecoin MinerID: f0432329,CN,CN-GZ,Guedin Windfarm,253,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 337. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0432329",3090,1316224,719.991666666667,639872,1956096,1264655.21276866,168.031984824729,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 338 - Filecoin MinerID: f0432345,CN,CN-GD,Guedin Windfarm,105,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 338. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0432345",2985,485984,719.991666666667,802944,1288928,1104531.83578514,69.7474257078879,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 339 - Filecoin MinerID: f0432382,CN,CN-GZ,Guedin Windfarm,8,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 339. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0432382",2977,38912,719.991666666667,9472,48320,31228.626627623,4.89315618707334,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 340 - Filecoin MinerID: f0432594,CN,CN-HA,Guedin Windfarm,85,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 340. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0432594",2892,445248,719.991666666667,137376,582624,368020.871352677,56.1188055820471,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 341 - Filecoin MinerID: f0433688,CN,CN-BJ,Guedin Windfarm,70,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 341. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0433688",2822,368416,719.991666666667,59808,428224,301484.484959318,46.3983158878926,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 342 - Filecoin MinerID: f0435140,CN,CN-JS,Guedin Windfarm,8,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 342. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0435140",2814,38656,719.991666666667,6336,44928,25514.02937534,4.79438281551926,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 343 - Filecoin MinerID: f0437246,CN,CN-ZJ,Guedin Windfarm,2,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 343. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0437246",2812,5824,719.991666666667,1760,7552,5097.38047894073,0.737480402557596,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 344 - Filecoin MinerID: f0440919,CN,CN-NM,Guedin Windfarm,6,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 344. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0440919",2806,30496,719.991666666667,64,30560,27832.775842313,3.87543821816001,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 345 - Filecoin MinerID: f0447181,CN,CN-SD,Guedin Windfarm,3,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 345. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0447181",2803,13120,719.991666666667,1344,14464,8857.41066447528,1.62962369444145,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 346 - Filecoin MinerID: f0449296,CN,CN-FJ,Guedin Windfarm,136,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 346. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0449296",2667,727360,719.991666666667,90688,817984,474583.263972963,90.145782547604,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 347 - Filecoin MinerID: f0452808,CN,CN-HA,Guedin Windfarm,42,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 347. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0452808",2625,224640,719.991666666667,19392,244032,154856.925658862,27.9410207857486,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 348 - Filecoin MinerID: f0456374,CN,CN-BJ,Guedin Windfarm,169,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 348. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0456374",2456,900672,719.991666666667,150656,1051008,643414.32766583,112.299074501816,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 349 - Filecoin MinerID: f0456740,CN,CN-XJ,Guedin Windfarm,51,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 349. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0456740",2405,240192,719.991666666667,268384,508544,478305.546314193,33.6549143541027,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 350 - Filecoin MinerID: f0456741,CN,CN-XJ,Guedin Windfarm,61,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 350. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0456741",2344,322432,719.991666666667,68672,391040,219525.016354356,40.0713392723971,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 351 - Filecoin MinerID: f0460078,CN,CN-SH,Guedin Windfarm,155,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 351. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0460078",2189,813440,719.991666666667,88960,902272,708560.78612021,102.963136146265,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 352 - Filecoin MinerID: f0461752,CN,CN-XJ,Guedin Windfarm,81,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 352. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0461752",2108,431808,719.991666666667,13760,445568,317539.060405791,53.9489883490653,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 353 - Filecoin MinerID: f0465477,CN,CN-SD,Guedin Windfarm,180,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 353. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0465477",1928,982272,719.991666666667,64576,1046848,458767.018692348,119.537174859535,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 354 - Filecoin MinerID: f0469055,CN,HK,Guedin Windfarm,121,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 354. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0469055",1807,661824,719.991666666667,64,661824,312960.123705137,80.5870095247102,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 355 - Filecoin MinerID: f0471007,CN,CN-XJ,Guedin Windfarm,53,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 355. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0471007",1754,283904,719.991666666667,128,283904,186067.984675749,35.1958145895054,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 356 - Filecoin MinerID: f0471691,CN,CN-FJ,Guedin Windfarm,684,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 356. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0471691",1070,3684160,719.991666666667,10368,3694464,2333205.17431915,455.745106887197,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 357 - Filecoin MinerID: f0478563,CN,CN-XX,Guedin Windfarm,183,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 357. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0478563",887,968320,719.991666666667,32,968320,771013.606361187,121.691745003531,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 358 - Filecoin MinerID: f0485876,CN,CN-JL,Guedin Windfarm,458,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 358. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0485876",429,2513536,719.991666666667,64,2513536,1089956.52560793,304.868716476479,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 359 - Filecoin MinerID: f0492360,CN,CN-XX,Guedin Windfarm,13,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 359. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0492360",416,66016,719.991666666667,32,66016,43482.2803041702,8.18666908170926,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 360 - Filecoin MinerID: f0492474,CN,CN-SN,Guedin Windfarm,1,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 360. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0492474",415,4960,719.991666666667,32,4960,1410.45854697392,0.592654375821491,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 361 - Filecoin MinerID: f0494603,CN,CN-FJ,Guedin Windfarm,57,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 361. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0494603",358,313856,719.991666666667,64,313856,99166.3255361752,37.6214824771001,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 362 - Filecoin MinerID: f0497031,CN,CN-JX,Guedin Windfarm,12,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 362. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0497031",346,66112,719.991666666667,64,66112,23979.0634613826,7.96210101804437,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 363 - Filecoin MinerID: f0497636,CN,CN-HL,Guedin Windfarm,2,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 363. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0497636",344,9888,719.991666666667,32,9888,2605.24607923703,1.17898862879357,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 364 - Filecoin MinerID: f0498868,CN,CN-JS,Guedin Windfarm,44,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 364. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0498868",300,241408,719.991666666667,32,241408,105088.361485665,29.2854624903197,FALSE
,Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 365 - Filecoin MinerID: f0500878,CN,CN-BJ,Guedin Windfarm,29,2021-04-01,2021-04-30,"The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 365. The certificates will be created as tokens of type ERC1888 - Topic: ""1"" This redemption is matched to Filecoin Miner ID f0500878",271,160576,719.991666666667,64,160576,47020.4345883632,19.2031194869503,FALSE
